approach_id,intersection_id,crossing_width_ft,width_iqr_ft,valid_samples
APP_00562,INT_0343,80.0,0.0,2
APP_00563,INT_0343,61.0,19.0,5
APP_00564,INT_0343,79.0,19.0,5
APP_00565,INT_0344,48.0,2.0,3
APP_00566,INT_0344,30.0,24.0,5
APP_00567,INT_0344,22.0,10.0,5
APP_00568,INT_0345,23.0,7.0,5
APP_00569,INT_0346,23.0,8.0,5
APP_00570,INT_0346,46.0,4.0,5
APP_00571,INT_0347,42.0,3.0,4
APP_00572,INT_0347,66.0,38.0,5
APP_00573,INT_0348,25.0,26.0,5
APP_00574,INT_0348,17.0,14.0,5
APP_00575,INT_0349,26.0,9.0,5
APP_00576,INT_0349,25.0,38.0,5
APP_00577,INT_0350,32.0,18.0,5
APP_00578,INT_0350,30.0,4.0,5
APP_00579,INT_0351,19.0,35.0,5
APP_00580,INT_0351,12.0,14.0,5
APP_00581,INT_0351,24.0,13.0,5
APP_00582,INT_0352,51.0,4.0,5
APP_00583,INT_0353,44.0,13.0,5
APP_00584,INT_0354,31.0,6.0,5
APP_00585,INT_0354,21.0,4.0,5
APP_00586,INT_0355,16.0,11.0,5
APP_00587,INT_0355,15.0,1.0,5
APP_00588,INT_0355,66.0,14.25,4
APP_00589,INT_0356,37.0,11.0,5
APP_00590,INT_0356,59.0,43.0,5
APP_00591,INT_0356,39.0,19.0,5
APP_00592,INT_0360,25.0,25.0,5
APP_00593,INT_0360,59.0,36.0,5
APP_00594,INT_0360,54.0,31.0,5
APP_00595,INT_0361,5.0,2.0,5
APP_00596,INT_0362,11.0,8.0,5
APP_00597,INT_0363,20.0,5.0,5
APP_00598,INT_0363,7.0,7.0,5
APP_00599,INT_0364,16.0,3.0,5
APP_00600,INT_0365,21.0,2.0,5
APP_00601,INT_0368,53.0,29.0,5
APP_00602,INT_0369,29.0,21.0,5
APP_00603,INT_0369,31.0,7.0,5
APP_00604,INT_0369,29.0,5.0,5
APP_00605,INT_0370,28.0,4.0,5
APP_00606,INT_0370,48.0,27.0,5
APP_00607,INT_0370,20.0,6.0,5
APP_00608,INT_0371,80.0,0.0,5
APP_00609,INT_0371,31.0,8.0,5
APP_00610,INT_0371,11.0,2.0,5
APP_00611,INT_0372,57.0,0.0,5
APP_00612,INT_0372,58.0,8.0,5
APP_00613,INT_0373,16.0,4.0,5
APP_00614,INT_0373,18.0,11.0,5
APP_00615,INT_0373,16.0,4.0,5
APP_00616,INT_0374,9.0,3.0,5
APP_00617,INT_0374,15.0,4.0,5
APP_00618,INT_0375,23.0,1.0,5
APP_00619,INT_0376,26.0,39.0,5
APP_00620,INT_0376,68.0,24.0,5
APP_00621,INT_0378,35.0,8.0,5
APP_00622,INT_0378,54.0,15.0,5
APP_00623,INT_0378,62.0,0.0,5
APP_00624,INT_0379,66.0,13.0,5
APP_00625,INT_0379,40.0,9.0,5
APP_00626,INT_0380,38.0,12.0,5
APP_00627,INT_0380,73.0,5.0,5
APP_00628,INT_0381,27.0,12.0,5
APP_00629,INT_0381,53.0,4.0,5
APP_00630,INT_0382,47.0,6.0,5
APP_00631,INT_0382,32.0,3.0,5
APP_00632,INT_0383,14.0,0.0,1
APP_00633,INT_0383,45.0,7.0,5
APP_00634,INT_0383,30.0,26.0,5
APP_00635,INT_0384,35.0,11.0,5
APP_00636,INT_0384,28.0,19.0,5
APP_00637,INT_0385,49.0,14.0,5
APP_00638,INT_0386,28.0,2.0,5
APP_00639,INT_0386,21.0,3.0,5
APP_00640,INT_0387,20.0,3.0,5
APP_00641,INT_0387,33.0,9.0,5
APP_00642,INT_0388,54.0,3.0,5
APP_00643,INT_0389,19.0,9.0,5
APP_00644,INT_0390,42.0,9.0,5
APP_00645,INT_0390,42.0,5.0,5
APP_00646,INT_0391,26.0,24.0,5
APP_00647,INT_0392,13.0,8.0,5
APP_00648,INT_0392,31.0,5.0,5
APP_00649,INT_0393,13.0,2.0,5
APP_00650,INT_0393,14.0,4.0,5
APP_00651,INT_0393,27.0,21.0,5
APP_00652,INT_0394,80.0,0.0,5
APP_00653,INT_0395,31.0,13.0,5
APP_00654,INT_0395,13.0,1.0,5
APP_00655,INT_0396,80.0,0.0,5
APP_00656,INT_0396,28.0,18.0,5
APP_00657,INT_0396,67.0,19.0,5
APP_00658,INT_0397,28.0,6.5,4
APP_00659,INT_0397,36.0,8.0,5
APP_00660,INT_0397,67.0,6.0,5
APP_00661,INT_0398,26.0,13.0,5
APP_00662,INT_0398,49.0,3.0,5
APP_00663,INT_0398,37.0,18.0,5
APP_00664,INT_0398,33.0,8.0,5
APP_00665,INT_0399,28.0,13.0,5
APP_00666,INT_0400,43.0,46.0,5
APP_00667,INT_0400,80.0,1.0,5
APP_00668,INT_0401,22.0,12.0,5
APP_00669,INT_0401,22.0,3.0,5
APP_00670,INT_0402,25.0,8.0,5
APP_00671,INT_0402,22.0,22.0,5
APP_00672,INT_0402,16.0,8.0,5
APP_00673,INT_0403,21.0,19.0,5
APP_00674,INT_0403,14.0,5.0,5
APP_00675,INT_0404,43.0,10.0,5
APP_00676,INT_0404,12.0,12.0,5
APP_00677,INT_0405,73.0,16.0,5
APP_00678,INT_0405,62.0,1.0,5
APP_00679,INT_0405,48.0,12.0,5
APP_00680,INT_0405,65.0,5.0,5
APP_00681,INT_0406,37.0,1.0,5
APP_00682,INT_0407,28.0,14.0,5
APP_00683,INT_0408,45.0,9.0,5
APP_00684,INT_0409,50.0,7.0,5
APP_00685,INT_0409,32.0,34.0,5
APP_00686,INT_0411,21.0,5.0,5
APP_00687,INT_0411,15.0,7.0,5
APP_00688,INT_0412,60.0,25.0,5
APP_00689,INT_0412,54.0,1.5,3
APP_00690,INT_0413,69.0,20.0,5
APP_00691,INT_0413,33.0,18.0,5
APP_00692,INT_0413,24.0,18.0,5
APP_00693,INT_0415,59.0,12.5,3
APP_00694,INT_0415,18.0,15.0,5
APP_00695,INT_0415,38.0,24.0,5
APP_00696,INT_0416,73.0,1.0,2
APP_00697,INT_0416,30.0,43.0,5
APP_00698,INT_0416,62.0,25.0,5
APP_00699,INT_0417,29.0,8.0,5
APP_00700,INT_0417,24.0,4.0,5
APP_00701,INT_0418,24.0,23.0,5
APP_00702,INT_0418,53.0,4.0,2
APP_00703,INT_0419,22.0,19.0,5
APP_00704,INT_0419,19.0,11.0,5
APP_00705,INT_0420,36.0,10.0,5
APP_00706,INT_0421,25.0,4.0,5
APP_00707,INT_0421,49.0,2.0,5
APP_00708,INT_0422,69.0,12.0,5
APP_00709,INT_0422,72.0,24.0,5
APP_00710,INT_0423,27.0,17.0,5
APP_00711,INT_0423,49.5,8.5,2
APP_00712,INT_0424,56.0,5.0,5
APP_00713,INT_0424,46.0,10.0,5
APP_00714,INT_0424,73.0,4.0,5
APP_00715,INT_0425,37.0,25.0,5
APP_00716,INT_0426,74.0,6.0,5
APP_00717,INT_0427,35.0,7.0,5
APP_00718,INT_0427,27.0,4.0,5
APP_00719,INT_0427,22.0,9.0,5
APP_00720,INT_0429,12.0,9.0,5
APP_00721,INT_0429,22.0,0.0,5
APP_00722,INT_0430,13.0,1.0,5
APP_00723,INT_0430,14.0,3.0,5
APP_00724,INT_0431,11.5,4.5,2
APP_00725,INT_0431,9.0,30.0,5
APP_00726,INT_0432,35.0,0.0,1
APP_00727,INT_0432,22.0,12.0,5
APP_00728,INT_0433,79.0,14.0,5
APP_00729,INT_0433,36.0,13.0,5
APP_00730,INT_0433,27.0,15.0,5
APP_00731,INT_0434,10.0,6.0,5
APP_00732,INT_0434,23.0,1.0,5
APP_00733,INT_0435,33.0,16.0,5
APP_00734,INT_0435,32.0,12.0,5
APP_00736,INT_0437,47.5,8.75,4
APP_00737,INT_0437,35.0,12.0,5
APP_00738,INT_0438,36.0,4.0,5
APP_00739,INT_0438,29.0,8.5,4
APP_00740,INT_0439,46.0,4.0,5
APP_00741,INT_0439,49.0,16.0,5
APP_00742,INT_0440,31.0,20.0,5
APP_00743,INT_0440,32.0,32.0,5
APP_00744,INT_0441,22.0,6.0,5
APP_00745,INT_0441,44.0,2.0,5
APP_00746,INT_0442,69.0,15.0,5
APP_00747,INT_0442,29.0,15.0,5
APP_00748,INT_0442,16.0,26.0,5
APP_00749,INT_0443,15.0,6.0,5
APP_00750,INT_0443,23.0,8.0,5
APP_00751,INT_0443,16.0,12.0,5
APP_00752,INT_0444,36.0,13.0,5
APP_00753,INT_0444,24.0,11.0,5
APP_00754,INT_0444,48.0,3.0,5
APP_00755,INT_0445,36.0,1.0,5
APP_00756,INT_0445,31.0,9.0,5
APP_00757,INT_0445,36.0,5.0,5
APP_00758,INT_0445,68.0,8.0,5
APP_00759,INT_0446,22.0,6.0,5
APP_00760,INT_0446,53.0,15.0,5
APP_00761,INT_0446,30.0,15.0,5
APP_00762,INT_0447,13.0,15.0,5
APP_00763,INT_0447,44.0,7.0,5
APP_00764,INT_0447,36.0,8.0,5
APP_00765,INT_0447,32.0,18.0,5
APP_00766,INT_0448,27.0,31.0,5
APP_00767,INT_0449,23.0,11.0,5
APP_00768,INT_0449,21.0,2.0,5
APP_00769,INT_0449,16.0,7.0,5
APP_00771,INT_0450,25.0,15.0,5
APP_00772,INT_0450,41.0,12.0,5
APP_00773,INT_0451,46.0,4.5,3
APP_00774,INT_0451,25.0,15.0,5
APP_00775,INT_0451,51.0,12.0,5
APP_00776,INT_0452,57.5,3.5,2
APP_00777,INT_0452,23.0,19.0,5
APP_00778,INT_0453,63.0,4.0,2
APP_00779,INT_0453,29.0,10.0,5
APP_00780,INT_0453,31.0,9.0,5
APP_00781,INT_0454,43.5,4.5,2
APP_00782,INT_0454,46.0,48.0,5
APP_00783,INT_0454,27.0,14.0,5
APP_00784,INT_0455,40.0,26.0,5
APP_00785,INT_0455,56.0,8.0,5
APP_00786,INT_0455,42.0,17.0,5
APP_00787,INT_0456,29.0,2.0,5
APP_00788,INT_0456,11.0,9.0,5
APP_00789,INT_0457,19.0,0.0,1
APP_00790,INT_0457,45.0,2.0,5
APP_00791,INT_0458,19.0,32.0,5
APP_00792,INT_0458,80.0,2.0,5
APP_00793,INT_0459,32.0,6.0,5
APP_00794,INT_0459,70.0,23.0,5
APP_00795,INT_0459,43.0,26.0,5
APP_00796,INT_0460,17.0,20.0,5
APP_00797,INT_0460,12.0,15.0,5
APP_00798,INT_0460,10.0,15.0,5
APP_00799,INT_0462,34.0,47.0,5
APP_00800,INT_0462,43.0,32.0,5
APP_00801,INT_0462,33.0,51.0,5
APP_00802,INT_0463,68.0,15.5,3
APP_00803,INT_0463,62.0,47.0,5
APP_00804,INT_0464,39.0,38.0,5
APP_00805,INT_0464,31.0,23.0,5
APP_00806,INT_0464,54.0,9.0,5
APP_00807,INT_0465,64.0,22.0,5
APP_00808,INT_0465,13.0,32.0,5
APP_00809,INT_0465,27.0,37.0,5
APP_00810,INT_0466,9.0,6.0,5
APP_00811,INT_0466,46.0,0.0,5
APP_00812,INT_0467,26.0,14.0,5
APP_00813,INT_0467,22.0,4.0,5
APP_00814,INT_0469,38.0,0.0,5
APP_00815,INT_0469,51.0,16.0,5
APP_00816,INT_0472,17.0,4.0,5
APP_00817,INT_0473,29.0,2.0,5
APP_00818,INT_0474,12.0,5.0,5
APP_00819,INT_0474,6.0,5.0,5
APP_00820,INT_0475,28.0,12.0,5
APP_00821,INT_0476,33.0,0.0,5
APP_00822,INT_0476,34.0,22.0,5
APP_00823,INT_0477,59.0,1.0,5
APP_00824,INT_0477,43.0,3.0,5
APP_00825,INT_0478,80.0,0.0,5
APP_00826,INT_0478,80.0,0.0,5
APP_00827,INT_0478,53.0,5.0,5
APP_00828,INT_0479,42.0,7.0,5
APP_00829,INT_0479,35.0,15.0,5
APP_00830,INT_0479,21.0,2.0,5
APP_00831,INT_0480,10.0,0.0,5
APP_00832,INT_0481,2.0,1.0,5
APP_00833,INT_0481,17.0,9.0,5
APP_00834,INT_0482,28.0,0.0,5
APP_00835,INT_0482,49.0,0.0,5
APP_00836,INT_0483,54.5,22.25,4
APP_00837,INT_0483,26.0,2.0,5
APP_00838,INT_0484,34.0,13.0,5
APP_00839,INT_0484,28.0,21.0,5
APP_00840,INT_0485,42.0,3.0,5
APP_00841,INT_0486,80.0,0.0,5
APP_00842,INT_0486,48.0,34.0,5
APP_00843,INT_0490,58.0,0.0,5
APP_00844,INT_0490,29.0,14.0,5
APP_00845,INT_0490,25.0,2.0,5
APP_00847,INT_0491,20.0,17.0,5
APP_00848,INT_0491,38.0,21.0,5
APP_00849,INT_0313,26.0,1.0,5
APP_00850,INT_0239,49.0,17.0,5
APP_00851,INT_0210,52.0,2.0,5
APP_00852,INT_0238,34.0,8.0,5
APP_00853,INT_0062,60.0,13.0,5
APP_00854,INT_0403,14.0,5.0,5
APP_00855,INT_0404,13.0,3.0,5
APP_00856,INT_0478,80.0,0.0,5
APP_00857,INT_0019,22.0,3.0,5
APP_00858,INT_0092,13.0,5.0,5
APP_00859,INT_0325,79.0,0.0,1
APP_00860,INT_0019,21.0,8.0,5
APP_00861,INT_0074,30.0,18.0,5
APP_00862,INT_0325,45.0,61.0,5
APP_00863,INT_0007,18.0,21.0,5
APP_00864,INT_0390,20.0,1.0,5
APP_00865,INT_0277,34.0,4.0,5
APP_00866,INT_0110,67.0,17.0,5
APP_00867,INT_0233,35.0,22.0,5
APP_00868,INT_0014,54.5,4.5,2
APP_00869,INT_0191,25.0,6.0,5
APP_00870,INT_0015,41.0,11.0,5
APP_00871,INT_0222,13.0,8.0,5
APP_00872,INT_0115,47.0,16.0,5
APP_00873,INT_0132,50.0,5.0,5
APP_00874,INT_0392,45.0,4.0,5
APP_00875,INT_0018,20.0,8.0,5
APP_00876,INT_0020,14.0,3.0,5
APP_00877,INT_0473,35.0,2.0,5
APP_00878,INT_0472,26.0,7.0,5
APP_00879,INT_0297,77.0,1.0,5
APP_00880,INT_0365,16.0,0.0,5
APP_00881,INT_0024,31.0,3.0,5
APP_00882,INT_0067,56.0,8.0,5
APP_00883,INT_0223,47.0,16.0,5
APP_00884,INT_0201,35.0,14.0,5
APP_00885,INT_0204,37.0,10.0,5
APP_00886,INT_0028,34.0,34.0,5
APP_00887,INT_0027,43.0,28.0,5
APP_00888,INT_0459,43.0,26.0,5
APP_00889,INT_0459,32.0,6.0,5
APP_00890,INT_0371,80.0,0.0,5
APP_00891,INT_0457,25.0,19.0,5
APP_00892,INT_0323,52.0,10.0,5
APP_00893,INT_0031,38.0,19.0,5
APP_00894,INT_0232,22.0,8.0,5
APP_00895,INT_0197,80.0,33.0,5
APP_00896,INT_0030,51.0,0.0,5
APP_00897,INT_0309,21.0,8.0,5
APP_00898,INT_0032,23.0,30.0,5
APP_00899,INT_0107,19.0,13.0,5
APP_00900,INT_0031,42.0,23.0,5
APP_00901,INT_0198,28.0,12.0,5
APP_00902,INT_0032,37.0,16.0,5
APP_00903,INT_0279,27.0,30.0,5
APP_00904,INT_0119,51.0,11.0,5
APP_00905,INT_0038,33.0,40.0,5
APP_00906,INT_0460,17.0,20.0,5
APP_00907,INT_0037,79.0,0.0,5
APP_00908,INT_0463,62.0,47.0,5
APP_00909,INT_0326,40.0,9.0,5
APP_00910,INT_0185,50.0,8.0,5
APP_00911,INT_0393,13.0,2.0,5
APP_00912,INT_0396,28.0,18.0,5
APP_00913,INT_0405,65.0,5.0,5
APP_00914,INT_0416,73.0,1.0,2
APP_00915,INT_0426,46.0,14.0,5
APP_00916,INT_0041,50.0,38.0,5
APP_00917,INT_0427,27.0,4.0,5
APP_00918,INT_0196,54.0,16.0,5
APP_00919,INT_0042,21.0,31.0,5
APP_00920,INT_0040,27.0,39.0,5
APP_00921,INT_0477,11.0,4.0,5
APP_00922,INT_0041,14.0,16.0,5
APP_00923,INT_0104,45.0,4.0,5
APP_00924,INT_0043,23.0,24.0,5
APP_00925,INT_0106,15.0,8.0,5
APP_00926,INT_0432,14.0,32.0,5
APP_00927,INT_0417,57.0,8.0,5
APP_00928,INT_0217,42.0,8.0,5
APP_00929,INT_0046,52.0,5.0,5
APP_00930,INT_0120,28.0,15.0,5
APP_00931,INT_0047,79.0,0.0,5
APP_00932,INT_0434,32.0,10.0,5
APP_00933,INT_0187,22.0,8.0,5
APP_00934,INT_0051,47.5,6.5,2
APP_00935,INT_0169,40.0,5.0,5
APP_00936,INT_0052,47.0,8.0,5
APP_00937,INT_0221,46.0,18.0,5
APP_00938,INT_0054,48.0,10.0,5
APP_00939,INT_0158,45.0,7.0,5
APP_00940,INT_0055,44.0,21.0,5
APP_00941,INT_0154,39.0,3.0,5
APP_00942,INT_0056,27.0,3.0,5
APP_00943,INT_0054,46.0,15.0,5
APP_00944,INT_0129,35.0,3.0,5
APP_00945,INT_0057,25.0,4.0,5
APP_00946,INT_0055,22.0,13.0,5
APP_00947,INT_0156,45.0,0.0,5
APP_00948,INT_0056,14.0,18.0,5
APP_00949,INT_0398,33.0,8.0,5
APP_00950,INT_0059,27.0,21.0,5
APP_00951,INT_0150,25.0,7.0,5
APP_00952,INT_0398,37.0,18.0,5
APP_00953,INT_0162,59.0,0.0,5
APP_00954,INT_0058,23.0,4.0,5
APP_00955,INT_0060,27.0,10.0,5
APP_00956,INT_0059,36.0,19.0,5
APP_00957,INT_0152,36.0,21.0,5
APP_00958,INT_0314,26.0,8.5,3
APP_00959,INT_0404,43.0,10.0,5
APP_00960,INT_0062,34.0,3.0,5
APP_00961,INT_0402,22.0,22.0,5
APP_00962,INT_0063,40.0,1.0,5
APP_00963,INT_0005,17.0,15.0,5
APP_00964,INT_0061,21.0,9.0,5
APP_00965,INT_0062,35.0,9.0,5
APP_00966,INT_0444,47.0,47.0,5
APP_00967,INT_0445,31.0,9.0,5
APP_00968,INT_0322,24.0,11.0,5
APP_00969,INT_0447,13.0,15.0,5
APP_00970,INT_0064,54.0,28.0,5
APP_00971,INT_0172,50.0,10.0,5
APP_00972,INT_0067,71.0,9.0,5
APP_00973,INT_0068,52.0,5.0,5
APP_00974,INT_0024,45.0,20.0,5
APP_00975,INT_0069,42.0,5.0,5
APP_00976,INT_0070,44.0,10.0,5
APP_00977,INT_0117,48.0,11.0,5
APP_00978,INT_0071,26.0,4.0,5
APP_00979,INT_0317,49.0,18.0,5
APP_00980,INT_0072,50.0,14.0,5
APP_00981,INT_0287,45.0,6.0,5
APP_00982,INT_0073,58.0,14.0,5
APP_00983,INT_0386,25.0,9.0,5
APP_00984,INT_0278,38.0,21.0,5
APP_00985,INT_0075,19.0,44.0,5
APP_00986,INT_0261,16.0,28.0,5
APP_00987,INT_0008,34.0,57.0,5
APP_00988,INT_0349,18.0,20.0,5
APP_00989,INT_0074,21.0,11.0,5
APP_00990,INT_0353,70.0,30.0,5
APP_00991,INT_0176,30.0,13.0,5
APP_00992,INT_0077,22.0,11.0,5
APP_00993,INT_0227,46.0,8.0,5
APP_00994,INT_0078,14.0,13.0,5
APP_00995,INT_0125,44.0,3.0,5
APP_00996,INT_0079,42.0,29.0,4
APP_00997,INT_0294,51.0,2.0,5
APP_00998,INT_0080,40.0,8.0,5
APP_00999,INT_0294,25.0,10.0,5
APP_01000,INT_0081,21.0,8.0,5
APP_01001,INT_0233,31.0,35.0,5
APP_01002,INT_0082,25.0,6.0,5
APP_01003,INT_0012,57.0,8.0,5
APP_01004,INT_0083,34.0,32.0,5
APP_01005,INT_0384,19.0,28.0,5
APP_01006,INT_0084,25.0,2.0,5
APP_01007,INT_0273,49.0,3.0,5
APP_01008,INT_0089,12.0,0.0,5
APP_01009,INT_0288,23.0,10.0,5
APP_01010,INT_0089,14.0,1.0,5
APP_01011,INT_0006,16.0,8.0,5
APP_01012,INT_0008,44.0,57.0,5
APP_01013,INT_0473,35.0,1.0,5
APP_01014,INT_0480,8.0,1.0,5
APP_01015,INT_0430,22.0,0.0,5
APP_01016,INT_0328,71.0,8.0,5
APP_01017,INT_0407,45.0,5.0,5
APP_01018,INT_0406,38.0,8.0,5
APP_01019,INT_0413,69.0,20.0,5
APP_01020,INT_0101,76.0,6.0,5
APP_01021,INT_0098,10.0,14.0,5
APP_01022,INT_0381,80.0,0.0,5
APP_01023,INT_0099,37.0,5.0,5
APP_01024,INT_0138,32.0,13.0,5
APP_01025,INT_0100,23.0,36.0,5
APP_01026,INT_0186,60.0,0.0,5
APP_01027,INT_0418,80.0,5.0,5
APP_01028,INT_0187,51.0,11.0,5
APP_01029,INT_0200,12.0,4.0,5
APP_01030,INT_0103,80.0,5.0,5
APP_01031,INT_0166,31.0,13.0,5
APP_01032,INT_0104,36.0,7.0,5
APP_01033,INT_0218,54.0,12.0,5
APP_01034,INT_0105,40.0,6.0,5
APP_01035,INT_0481,22.0,6.0,5
APP_01036,INT_0121,43.0,26.0,5
APP_01037,INT_0097,55.0,29.0,5
APP_01038,INT_0044,33.0,9.0,5
APP_01039,INT_0198,18.0,3.0,5
APP_01040,INT_0042,30.0,6.0,5
APP_01041,INT_0032,13.0,3.0,5
APP_01042,INT_0309,38.0,12.0,5
APP_01043,INT_0108,18.0,13.0,5
APP_01044,INT_0289,15.0,0.0,5
APP_01045,INT_0202,27.0,2.0,5
APP_01046,INT_0111,34.0,25.0,5
APP_01047,INT_0394,69.0,18.0,5
APP_01048,INT_0395,28.0,1.0,5
APP_01049,INT_0331,19.0,5.0,5
APP_01050,INT_0291,67.0,2.0,5
APP_01051,INT_0490,25.0,2.0,5
APP_01052,INT_0292,27.0,24.0,5
APP_01053,INT_0316,80.0,0.0,5
APP_01054,INT_0116,38.0,4.0,5
APP_01055,INT_0269,30.0,27.0,5
APP_01056,INT_0070,51.0,0.0,5
APP_01057,INT_0118,34.0,8.0,5
APP_01058,INT_0224,17.0,14.0,5
APP_01059,INT_0317,18.0,9.0,5
APP_01060,INT_0226,23.0,17.0,5
APP_01061,INT_0254,53.0,11.0,5
APP_01062,INT_0048,12.0,19.0,5
APP_01063,INT_0315,24.0,5.0,5
APP_01064,INT_0241,47.0,8.0,5
APP_01065,INT_0105,39.0,2.0,5
APP_01066,INT_0485,14.0,6.0,5
APP_01067,INT_0122,47.0,24.0,5
APP_01068,INT_0219,14.0,3.0,5
APP_01069,INT_0123,43.0,7.0,5
APP_01070,INT_0124,33.0,25.0,5
APP_01071,INT_0260,42.0,8.0,5
APP_01072,INT_0013,51.0,16.0,5
APP_01073,INT_0126,43.0,13.0,5
APP_01074,INT_0210,42.0,26.0,5
APP_01075,INT_0127,36.0,9.0,5
APP_01076,INT_0229,16.0,8.0,5
APP_01077,INT_0128,50.0,18.0,5
APP_01078,INT_0238,39.0,2.0,5
APP_01079,INT_0056,44.0,13.0,5
APP_01080,INT_0155,17.0,9.0,5
APP_01081,INT_0130,30.5,4.5,2
APP_01082,INT_0391,19.0,6.0,5
APP_01083,INT_0131,38.0,4.0,5
APP_01084,INT_0132,42.0,14.0,5
APP_01085,INT_0392,17.0,5.0,5
APP_01086,INT_0133,42.0,8.0,5
APP_01087,INT_0016,48.0,25.0,5
APP_01088,INT_0186,25.0,5.0,5
APP_01089,INT_0098,33.0,4.0,5
APP_01090,INT_0352,31.0,7.0,5
APP_01091,INT_0261,27.0,7.0,5
APP_01092,INT_0342,44.0,37.0,5
APP_01093,INT_0345,25.0,10.0,5
APP_01094,INT_0276,55.0,21.0,5
APP_01095,INT_0322,27.0,16.0,5
APP_01096,INT_0143,27.0,9.0,5
APP_01097,INT_0276,14.0,13.0,5
APP_01098,INT_0144,45.0,29.0,5
APP_01099,INT_0145,43.0,24.0,5
APP_01100,INT_0364,12.0,8.0,5
APP_01101,INT_0194,13.0,8.0,5
APP_01102,INT_0149,37.0,19.0,5
APP_01103,INT_0054,35.0,11.0,5
APP_01104,INT_0151,29.0,1.0,5
APP_01105,INT_0234,35.0,6.0,5
APP_01106,INT_0152,15.0,1.0,5
APP_01107,INT_0060,47.0,33.0,5
APP_01108,INT_0482,28.0,0.0,5
APP_01109,INT_0060,36.0,10.0,5
APP_01110,INT_0149,54.0,0.0,1
APP_01111,INT_0154,27.0,21.0,5
APP_01112,INT_0231,36.0,6.0,5
APP_01113,INT_0156,24.0,11.0,5
APP_01114,INT_0280,29.0,11.0,5
APP_01115,INT_0159,14.5,10.5,4
APP_01116,INT_0158,26.0,6.0,5
APP_01117,INT_0182,27.0,14.0,5
APP_01118,INT_0391,20.0,3.0,5
APP_01119,INT_0160,22.0,3.0,5
APP_01120,INT_0299,29.0,29.0,5
APP_01121,INT_0398,49.0,20.0,5
APP_01122,INT_0295,39.0,12.0,5
APP_01123,INT_0162,22.0,2.0,5
APP_01124,INT_0398,49.0,3.0,5
APP_01125,INT_0295,38.0,23.0,5
