approach_id,intersection_id,crossing_width_ft,width_iqr_ft,valid_samples
APP_01126,INT_0417,68.0,17.0,5
APP_01127,INT_0167,36.0,11.0,5
APP_01128,INT_0168,42.0,15.0,5
APP_01129,INT_0221,43.0,4.0,5
APP_01130,INT_0050,25.0,8.0,5
APP_01131,INT_0170,57.0,4.75,4
APP_01132,INT_0408,51.0,27.0,5
APP_01133,INT_0407,38.0,12.0,5
APP_01134,INT_0173,28.0,16.0,5
APP_01135,INT_0224,22.0,9.0,5
APP_01136,INT_0174,27.0,14.0,5
APP_01137,INT_0175,30.0,3.0,5
APP_01138,INT_0227,27.0,22.0,5
APP_01139,INT_0077,31.0,30.0,5
APP_01140,INT_0177,28.0,8.0,5
APP_01141,INT_0178,37.0,13.0,5
APP_01142,INT_0209,39.0,4.0,5
APP_01145,INT_0181,25.0,15.0,5
APP_01146,INT_0231,32.0,10.0,5
APP_01147,INT_0153,19.0,1.0,5
APP_01148,INT_0183,28.0,2.0,5
APP_01149,INT_0184,28.0,0.0,1
APP_01150,INT_0016,34.0,11.0,5
APP_01151,INT_0039,75.0,5.0,5
APP_01152,INT_0425,45.0,1.0,5
APP_01153,INT_0433,27.0,15.0,5
APP_01154,INT_0332,32.0,6.0,5
APP_01155,INT_0099,33.0,23.0,5
APP_01156,INT_0433,79.0,14.0,5
APP_01157,INT_0049,31.0,6.0,5
APP_01158,INT_0100,18.0,1.0,5
APP_01159,INT_0420,69.0,1.0,5
APP_01160,INT_0235,16.0,3.0,5
APP_01161,INT_0014,29.0,29.0,5
APP_01162,INT_0188,24.0,2.0,5
APP_01163,INT_0389,45.0,5.0,5
APP_01164,INT_0388,53.0,15.0,5
APP_01165,INT_0052,62.5,1.5,2
APP_01166,INT_0191,43.0,5.0,5
APP_01167,INT_0170,40.0,14.0,5
APP_01168,INT_0290,49.0,14.0,5
APP_01169,INT_0147,9.0,10.0,5
APP_01170,INT_0396,34.0,23.0,5
APP_01171,INT_0343,80.0,0.0,2
APP_01172,INT_0040,46.0,23.0,5
APP_01173,INT_0196,42.0,13.0,5
APP_01174,INT_0041,39.0,12.0,5
APP_01175,INT_0197,79.0,0.0,5
APP_01176,INT_0107,34.0,8.0,5
APP_01177,INT_0255,39.0,1.0,5
APP_01178,INT_0201,48.0,5.0,5
APP_01179,INT_0110,34.0,5.0,5
APP_01180,INT_0395,13.0,1.0,5
APP_01181,INT_0337,54.0,17.0,5
APP_01182,INT_0204,15.0,4.0,5
APP_01183,INT_0373,16.0,4.0,5
APP_01184,INT_0272,79.0,0.0,5
APP_01185,INT_0027,52.0,6.0,5
APP_01186,INT_0203,17.0,1.0,5
APP_01187,INT_0259,80.0,3.0,5
APP_01188,INT_0028,27.0,10.0,5
APP_01189,INT_0457,45.0,2.0,5
APP_01190,INT_0308,40.0,9.0,5
APP_01191,INT_0064,47.0,7.0,5
APP_01192,INT_0126,41.0,12.0,5
APP_01193,INT_0228,47.0,6.0,5
APP_01194,INT_0268,60.0,1.0,5
APP_01195,INT_0004,46.0,19.0,5
APP_01196,INT_0108,16.0,5.0,5
APP_01197,INT_0166,16.0,32.0,5
APP_01198,INT_0023,37.0,2.0,5
APP_01199,INT_0171,31.0,28.0,5
APP_01200,INT_0046,28.0,6.0,5
APP_01201,INT_0216,25.0,1.0,5
APP_01202,INT_0460,23.0,22.0,5
APP_01203,INT_0047,79.0,0.0,5
APP_01204,INT_0120,40.0,6.0,5
APP_01205,INT_0214,37.0,19.0,5
APP_01206,INT_0485,46.0,13.0,5
APP_01207,INT_0123,34.0,12.0,5
APP_01208,INT_0219,60.0,9.0,5
APP_01209,INT_0220,46.0,15.0,5
APP_01210,INT_0124,45.0,9.0,5
APP_01211,INT_0192,37.0,0.0,5
APP_01212,INT_0222,58.0,10.0,5
APP_01213,INT_0215,30.0,6.0,5
APP_01214,INT_0068,39.0,11.0,5
APP_01215,INT_0224,45.0,9.0,5
APP_01216,INT_0173,15.0,1.0,5
APP_01217,INT_0225,43.0,14.0,5
APP_01218,INT_0174,24.0,6.0,5
APP_01219,INT_0254,57.0,32.0,5
APP_01220,INT_0226,28.0,32.0,5
APP_01221,INT_0125,28.0,6.0,5
APP_01222,INT_0078,46.0,13.0,5
APP_01223,INT_0176,17.0,13.0,5
APP_01224,INT_0209,36.0,4.0,5
APP_01225,INT_0229,37.0,12.0,2
APP_01226,INT_0128,34.0,10.0,5
APP_01227,INT_0230,34.0,18.0,5
APP_01228,INT_0276,56.0,3.0,5
APP_01229,INT_0309,38.0,11.0,5
APP_01230,INT_0265,49.0,6.0,5
APP_01231,INT_0151,50.0,12.0,5
APP_01232,INT_0482,21.0,6.0,5
APP_01233,INT_0236,18.0,1.0,5
APP_01234,INT_0409,49.0,18.0,5
APP_01235,INT_0189,51.0,13.0,5
APP_01236,INT_0388,34.0,9.0,5
APP_01237,INT_0181,18.0,11.0,5
APP_01238,INT_0239,38.0,33.0,5
APP_01239,INT_0242,29.0,19.0,5
APP_01240,INT_0004,51.0,12.0,5
APP_01241,INT_0243,37.0,13.0,5
APP_01242,INT_0145,40.0,2.0,5
APP_01243,INT_0469,34.0,23.0,5
APP_01244,INT_0120,28.0,21.0,5
APP_01245,INT_0057,29.0,20.0,5
APP_01246,INT_0242,29.0,24.0,5
APP_01247,INT_0239,45.0,0.0,5
APP_01248,INT_0398,26.0,13.0,5
APP_01249,INT_0245,29.0,17.0,5
APP_01250,INT_0300,42.0,4.0,5
APP_01251,INT_0295,55.0,9.0,5
APP_01252,INT_0356,59.0,43.0,5
APP_01253,INT_0184,27.0,5.0,5
APP_01254,INT_0248,22.0,1.0,5
APP_01255,INT_0244,44.0,0.0,1
APP_01256,INT_0387,41.0,5.0,5
APP_01257,INT_0240,34.0,18.0,5
APP_01258,INT_0201,44.0,8.0,5
APP_01259,INT_0309,25.0,28.0,5
APP_01260,INT_0204,21.0,4.0,5
APP_01261,INT_0272,80.0,0.0,5
APP_01262,INT_0188,34.0,20.0,5
APP_01263,INT_0389,31.0,1.0,5
APP_01264,INT_0074,10.0,40.0,5
APP_01265,INT_0097,40.0,2.0,5
APP_01266,INT_0138,17.0,10.0,5
APP_01267,INT_0351,12.0,14.0,5
APP_01268,INT_0384,21.0,12.0,5
APP_01269,INT_0273,71.0,29.0,5
APP_01270,INT_0325,58.0,50.0,5
APP_01271,INT_0382,22.0,10.0,5
APP_01272,INT_0318,38.0,8.0,5
APP_01273,INT_0437,35.0,12.0,5
APP_01274,INT_0294,47.0,1.0,5
APP_01275,INT_0125,29.0,20.0,5
APP_01276,INT_0210,22.0,5.0,5
APP_01277,INT_0069,46.0,31.0,5
APP_01278,INT_0223,18.0,17.0,5
APP_01279,INT_0436,19.0,6.0,5
APP_01280,INT_0372,26.0,2.0,5
APP_01281,INT_0203,30.0,23.0,5
APP_01282,INT_0263,68.0,38.0,5
APP_01283,INT_0345,30.0,17.0,5
APP_01284,INT_0139,25.0,15.0,5
APP_01285,INT_0143,48.0,16.0,5
APP_01286,INT_0232,50.0,6.0,5
APP_01287,INT_0323,47.0,2.0,5
APP_01288,INT_0287,21.0,7.0,5
APP_01289,INT_0073,49.0,24.0,5
APP_01290,INT_0385,44.0,14.0,5
APP_01291,INT_0012,29.0,12.0,5
APP_01292,INT_0376,15.0,4.0,5
APP_01293,INT_0355,16.0,6.0,5
APP_01294,INT_0131,12.0,4.0,5
APP_01295,INT_0282,55.0,51.0,5
APP_01296,INT_0248,34.0,12.0,5
APP_01297,INT_0355,66.0,14.25,4
APP_01298,INT_0356,37.0,13.0,5
APP_01299,INT_0369,29.0,21.0,5
APP_01300,INT_0455,40.0,26.0,5
APP_01301,INT_0442,17.0,6.0,5
APP_01302,INT_0116,13.0,1.0,5
APP_01303,INT_0071,41.0,19.0,5
APP_01304,INT_0286,24.0,15.0,5
APP_01305,INT_0390,56.0,20.0,5
APP_01306,INT_0089,23.0,12.0,5
APP_01307,INT_0089,42.0,1.0,5
APP_01308,INT_0110,29.0,14.0,5
APP_01309,INT_0334,39.0,13.0,5
APP_01310,INT_0292,22.0,11.0,5
APP_01311,INT_0113,66.0,18.0,5
APP_01312,INT_0311,30.0,38.0,5
APP_01313,INT_0486,80.0,0.0,5
APP_01314,INT_0114,46.0,4.0,5
APP_01315,INT_0319,47.0,11.0,5
APP_01316,INT_0490,29.0,14.0,5
APP_01317,INT_0268,41.0,14.0,5
APP_01318,INT_0080,75.0,10.0,5
APP_01319,INT_0161,42.0,2.0,5
APP_01320,INT_0245,55.0,4.0,5
APP_01321,INT_0300,23.0,13.0,5
APP_01322,INT_0288,16.0,4.0,5
APP_01323,INT_0374,8.0,2.0,5
APP_01324,INT_0336,36.0,8.0,5
APP_01325,INT_0247,23.0,1.0,5
APP_01326,INT_0280,19.0,9.0,5
APP_01327,INT_0160,34.0,8.0,5
APP_01328,INT_0299,17.0,4.0,5
APP_01329,INT_0178,22.0,9.0,5
APP_01330,INT_0180,21.0,5.0,5
APP_01331,INT_0394,78.0,16.0,5
APP_01332,INT_0370,29.0,22.0,5
APP_01333,INT_0307,36.0,35.0,5
APP_01334,INT_0285,30.0,17.0,5
APP_01335,INT_0308,48.0,30.0,5
APP_01336,INT_0455,56.0,8.0,5
APP_01337,INT_0307,80.0,55.0,5
APP_01338,INT_0446,53.0,15.0,5
APP_01339,INT_0255,32.0,15.0,5
APP_01340,INT_0232,35.0,22.0,5
APP_01341,INT_0108,57.0,20.0,5
APP_01342,INT_0037,79.0,0.0,5
APP_01343,INT_0320,28.0,7.0,5
APP_01344,INT_0490,41.0,26.0,5
APP_01345,INT_0319,14.0,10.0,5
APP_01346,INT_0312,18.0,12.0,5
APP_01347,INT_0061,14.0,6.0,3
APP_01348,INT_0401,22.0,8.0,5
APP_01349,INT_0119,18.0,5.0,5
APP_01350,INT_0241,31.0,6.0,5
APP_01351,INT_0464,54.0,9.0,5
APP_01352,INT_0483,26.0,2.0,5
APP_01353,INT_0315,29.0,2.0,5
APP_01354,INT_0318,48.0,1.0,5
APP_01355,INT_0382,44.0,16.0,5
APP_01356,INT_0278,39.0,11.0,5
APP_01357,INT_0072,42.0,6.0,5
APP_01358,INT_0288,19.0,1.0,5
APP_01359,INT_0305,32.0,24.0,5
APP_01360,INT_0193,64.0,4.75,4
APP_01361,INT_0311,22.0,24.0,5
APP_01362,INT_0313,40.0,12.0,5
APP_01363,INT_0064,51.0,7.0,5
APP_01364,INT_0449,21.0,2.0,5
APP_01365,INT_0447,32.0,18.0,5
APP_01366,INT_0143,32.0,11.0,5
APP_01367,INT_0324,65.0,3.0,5
APP_01368,INT_0030,31.0,43.0,5
APP_01369,INT_0323,60.0,7.0,5
APP_01370,INT_0449,16.0,7.0,5
APP_01371,INT_0451,51.0,12.0,5
APP_01372,INT_0008,51.0,0.0,1
APP_01373,INT_0007,18.0,3.0,5
APP_01374,INT_0263,15.0,14.0,5
APP_01375,INT_0335,39.0,13.0,5
APP_01376,INT_0020,18.0,22.0,5
APP_01377,INT_0329,23.0,1.0,5
APP_01378,INT_0362,9.0,3.0,5
APP_01379,INT_0330,17.0,9.0,5
APP_01380,INT_0362,6.0,1.0,5
APP_01381,INT_0330,16.0,3.0,5
APP_01382,INT_0029,46.0,15.0,5
APP_01383,INT_0372,58.0,8.0,5
APP_01384,INT_0187,35.0,7.0,5
APP_01385,INT_0434,10.0,6.0,5
APP_01386,INT_0011,46.0,7.0,5
APP_01387,INT_0396,67.0,19.0,5
APP_01388,INT_0462,43.0,32.0,5
APP_01389,INT_0402,16.0,8.0,5
APP_01390,INT_0194,33.0,16.0,5
APP_01391,INT_0327,38.0,1.0,5
APP_01392,INT_0463,28.0,16.0,5
APP_01393,INT_0011,20.0,2.0,5
APP_01394,INT_0202,56.0,1.0,5
APP_01395,INT_0462,33.0,51.0,5
APP_01396,INT_0339,78.0,5.0,3
APP_01397,INT_0341,15.0,5.0,5
APP_01398,INT_0340,73.0,6.5,3
APP_01399,INT_0467,31.0,15.0,5
APP_01401,INT_0076,52.0,34.0,5
APP_01402,INT_0350,33.0,38.0,5
APP_01403,INT_0418,28.0,36.0,5
APP_01404,INT_0454,43.5,4.5,2
APP_01405,INT_0138,31.0,14.0,5
APP_01406,INT_0195,80.0,0.0,2
APP_01407,INT_0479,76.0,4.0,5
APP_01408,INT_0453,20.0,30.0,5
APP_01409,INT_0451,46.0,4.5,3
APP_01410,INT_0445,68.0,8.0,5
APP_01411,INT_0450,28.0,9.0,5
APP_01412,INT_0348,51.0,31.0,5
APP_01413,INT_0438,36.0,4.0,5
APP_01414,INT_0439,46.0,4.0,5
APP_01415,INT_0397,28.0,6.5,4
APP_01416,INT_0440,54.0,29.0,5
APP_01417,INT_0076,69.0,4.0,5
APP_01418,INT_0340,44.0,19.0,5
APP_01419,INT_0412,79.0,0.0,5
APP_01420,INT_0400,43.0,46.0,5
APP_01421,INT_0339,40.0,34.0,5
APP_01422,INT_0441,44.0,2.0,5
APP_01423,INT_0454,27.0,14.0,5
APP_01424,INT_0400,47.0,36.0,5
APP_01425,INT_0075,12.0,34.0,5
APP_01426,INT_0352,48.0,3.0,5
APP_01427,INT_0261,22.0,15.0,5
APP_01428,INT_0399,12.0,1.0,5
APP_01429,INT_0376,68.0,24.0,5
APP_01430,INT_0282,35.0,55.5,4
APP_01431,INT_0245,52.0,2.0,5
APP_01432,INT_0279,20.0,8.0,5
APP_01433,INT_0466,9.0,6.0,5
APP_01434,INT_0368,79.0,0.0,5
APP_01435,INT_0368,71.0,12.0,5
APP_01436,INT_0441,22.0,6.0,5
APP_01437,INT_0342,57.0,56.0,5
APP_01438,INT_0397,36.0,8.0,5
APP_01439,INT_0038,18.0,21.0,5
APP_01440,INT_0480,19.0,5.0,5
APP_01441,INT_0147,15.0,3.0,5
APP_01442,INT_0364,15.0,53.0,5
APP_01443,INT_0404,29.0,5.0,5
APP_01444,INT_0017,16.0,2.0,5
APP_01445,INT_0022,46.0,7.0,5
APP_01446,INT_0312,26.0,18.0,5
APP_01447,INT_0285,26.0,25.0,5
APP_01448,INT_0370,20.0,6.0,5
APP_01449,INT_0371,38.0,28.0,5
APP_01450,INT_0456,11.0,9.0,5
APP_01451,INT_0369,31.0,7.0,5
APP_01452,INT_0029,20.0,1.0,5
APP_01453,INT_0303,5.0,14.0,5
APP_01454,INT_0443,23.0,8.0,5
APP_01455,INT_0373,18.0,11.0,5
APP_01456,INT_0331,13.0,10.0,5
APP_01457,INT_0203,15.0,9.0,5
APP_01458,INT_0372,57.0,0.0,5
APP_01459,INT_0395,31.0,13.0,5
APP_01460,INT_0336,47.0,5.0,5
APP_01461,INT_0465,13.0,32.0,5
APP_01462,INT_0009,17.0,9.0,5
APP_01463,INT_0316,49.0,3.0,5
APP_01464,INT_0399,21.0,12.0,5
APP_01465,INT_0355,15.0,1.0,5
APP_01466,INT_0185,31.0,1.0,5
APP_01467,INT_0458,80.0,2.0,5
APP_01468,INT_0380,18.0,10.0,5
APP_01469,INT_0044,48.0,8.0,5
APP_01470,INT_0351,19.0,35.0,5
APP_01471,INT_0381,62.0,10.0,5
APP_01472,INT_0137,31.0,26.0,5
APP_01473,INT_0458,64.0,11.0,5
APP_01474,INT_0379,41.0,3.0,5
APP_01475,INT_0081,40.0,4.0,5
APP_01476,INT_0118,21.0,6.0,5
APP_01477,INT_0085,49.0,2.0,5
APP_01478,INT_0482,49.0,0.0,5
APP_01479,INT_0012,26.0,14.0,5
APP_01480,INT_0385,55.0,11.0,5
APP_01481,INT_0386,43.0,17.0,5
APP_01482,INT_0010,26.0,15.0,5
APP_01483,INT_0263,49.0,22.0,5
APP_01484,INT_0080,20.0,4.0,5
APP_01485,INT_0079,49.0,27.0,5
APP_01486,INT_0010,29.0,32.0,5
APP_01487,INT_0469,20.0,10.0,5
APP_01488,INT_0409,14.0,12.0,5
APP_01489,INT_0236,49.0,12.0,5
APP_01490,INT_0055,56.0,3.0,5
APP_01491,INT_0391,17.0,5.0,5
APP_01492,INT_0182,25.0,6.0,5
APP_01493,INT_0039,30.0,1.0,5
APP_01494,INT_0416,62.0,25.0,5
APP_01495,INT_0479,21.0,2.0,5
APP_01496,INT_0289,17.0,8.0,5
APP_01497,INT_0373,16.0,4.0,5
APP_01498,INT_0202,12.0,1.0,5
APP_01499,INT_0378,28.0,6.0,5
APP_01500,INT_0039,32.0,32.0,5
APP_01501,INT_0333,17.0,26.0,5
APP_01502,INT_0347,42.0,3.0,4
APP_01503,INT_0360,54.0,31.0,5
APP_01504,INT_0441,32.0,6.0,5
APP_01505,INT_0243,47.0,3.0,5
APP_01506,INT_0161,50.0,8.0,5
APP_01507,INT_0058,36.0,6.0,5
APP_01508,INT_0057,13.0,10.0,5
APP_01509,INT_0356,51.0,37.0,5
APP_01510,INT_0349,25.0,38.0,5
APP_01511,INT_0354,79.0,0.0,5
APP_01512,INT_0443,52.0,18.0,5
APP_01513,INT_0303,9.0,0.0,5
APP_01514,INT_0401,39.0,5.0,5
APP_01515,INT_0061,14.0,13.0,5
APP_01516,INT_0334,39.0,16.0,5
APP_01517,INT_0344,28.0,17.0,5
APP_01518,INT_0005,27.0,11.0,5
APP_01519,INT_0061,28.0,10.0,5
APP_01520,INT_0405,73.0,16.0,5
APP_01521,INT_0404,12.0,12.0,5
APP_01522,INT_0363,53.0,6.0,5
APP_01523,INT_0479,35.0,15.0,5
APP_01524,INT_0039,12.0,2.0,5
APP_01525,INT_0066,37.0,18.0,5
APP_01526,INT_0406,43.0,23.0,5
APP_01527,INT_0171,36.0,11.0,5
APP_01528,INT_0286,44.0,10.0,5
APP_01529,INT_0115,18.0,3.0,5
APP_01530,INT_0341,22.0,2.0,5
APP_01531,INT_0338,15.0,11.0,5
APP_01532,INT_0411,61.0,2.0,5
APP_01533,INT_0353,42.0,10.0,3
APP_01534,INT_0096,27.0,15.0,5
APP_01535,INT_0424,56.0,5.0,5
APP_01536,INT_0475,22.0,18.0,5
APP_01537,INT_0113,66.0,2.0,5
APP_01538,INT_0114,53.0,18.0,5
APP_01539,INT_0282,54.0,63.0,5
APP_01540,INT_0463,68.0,15.5,3
APP_01541,INT_0044,51.0,5.0,5
APP_01542,INT_0464,39.0,38.0,5
APP_01543,INT_0040,74.0,6.0,2
APP_01544,INT_0343,76.0,0.0,5
APP_01545,INT_0393,14.0,4.0,5
APP_01546,INT_0103,26.0,2.0,5
APP_01547,INT_0218,29.0,11.0,5
APP_01548,INT_0420,36.0,17.0,5
APP_01549,INT_0419,56.0,11.0,2
APP_01550,INT_0454,9.0,13.0,5
APP_01551,INT_0096,19.0,16.0,5
APP_01552,INT_0422,36.0,16.0,5
APP_01553,INT_0413,32.0,5.0,5
APP_01554,INT_0419,24.0,38.0,5
APP_01555,INT_0049,28.0,12.0,5
APP_01556,INT_0425,79.0,0.0,5
APP_01557,INT_0421,25.0,6.0,5
APP_01558,INT_0422,50.5,7.5,2
APP_01559,INT_0413,33.0,18.0,5
APP_01560,INT_0427,35.0,7.0,5
APP_01561,INT_0423,18.0,38.0,5
APP_01562,INT_0416,80.0,0.0,5
APP_01563,INT_0423,18.0,25.0,5
APP_01564,INT_0424,46.0,10.0,5
APP_01565,INT_0041,32.0,17.0,5
APP_01566,INT_0426,53.0,45.0,5
APP_01567,INT_0042,16.0,4.0,5
APP_01568,INT_0006,18.0,4.0,5
APP_01569,INT_0106,7.0,5.0,5
APP_01570,INT_0048,19.0,22.0,5
APP_01571,INT_0361,7.0,2.0,5
APP_01572,INT_0430,12.5,8.5,2
APP_01573,INT_0361,10.0,1.0,5
APP_01574,INT_0431,29.0,0.0,1
APP_01575,INT_0429,25.0,0.0,5
APP_01576,INT_0186,63.0,17.0,5
APP_01577,INT_0380,38.0,1.0,5
APP_01578,INT_0185,60.0,14.0,5
APP_01579,INT_0332,11.0,10.0,5
APP_01580,INT_0433,70.0,1.0,5
APP_01581,INT_0437,43.0,11.0,5
APP_01582,INT_0438,30.0,28.0,5
APP_01584,INT_0438,29.0,8.5,4
APP_01585,INT_0346,23.0,8.0,5
APP_01586,INT_0437,47.5,8.75,4
APP_01587,INT_0346,46.0,4.0,5
APP_01588,INT_0347,52.0,7.0,5
APP_01589,INT_0436,26.0,5.0,5
APP_01590,INT_0439,33.0,14.0,5
APP_01591,INT_0360,25.0,25.0,5
APP_01592,INT_0350,30.0,4.0,5
APP_01593,INT_0314,45.0,32.0,5
APP_01594,INT_0443,16.0,12.0,5
APP_01595,INT_0444,36.0,13.0,5
APP_01596,INT_0369,38.0,17.0,5
APP_01597,INT_0371,11.0,2.0,5
APP_01598,INT_0442,29.0,15.0,5
APP_01599,INT_0442,16.0,26.0,5
APP_01600,INT_0445,36.0,5.0,5
APP_01601,INT_0455,42.0,17.0,5
APP_01602,INT_0450,25.0,15.0,5
APP_01603,INT_0063,22.0,4.0,5
APP_01604,INT_0444,24.0,11.0,5
APP_01605,INT_0344,30.0,24.0,5
APP_01606,INT_0308,61.0,37.0,5
APP_01607,INT_0447,36.0,8.0,5
APP_01608,INT_0064,37.0,32.0,5
APP_01609,INT_0491,38.0,21.0,5
APP_01610,INT_0446,30.0,15.0,5
APP_01611,INT_0322,48.0,17.0,5
APP_01612,INT_0451,23.0,13.0,5
APP_01613,INT_0448,45.0,23.0,5
APP_01614,INT_0322,58.0,9.0,5
APP_01615,INT_0324,23.0,21.0,5
APP_01617,INT_0445,36.0,1.0,5
APP_01618,INT_0446,44.0,10.0,5
APP_01619,INT_0344,48.0,2.0,3
APP_01620,INT_0452,24.0,29.0,5
APP_01621,INT_0324,17.0,6.0,5
APP_01622,INT_0453,63.0,4.0,2
APP_01623,INT_0195,79.0,0.0,5
APP_01624,INT_0452,57.5,3.5,2
APP_01625,INT_0403,33.0,8.0,5
APP_01626,INT_0478,80.0,0.0,5
APP_01627,INT_0342,36.5,1.5,2
APP_01628,INT_0360,49.0,43.0,5
APP_01629,INT_0351,24.0,13.0,5
APP_01630,INT_0285,39.0,11.0,5
APP_01631,INT_0308,46.0,12.0,5
APP_01632,INT_0444,48.0,3.0,5
APP_01633,INT_0370,48.0,27.0,5
APP_01634,INT_0456,41.0,0.0,1
APP_01635,INT_0333,44.0,25.0,5
APP_01636,INT_0378,54.0,15.0,5
APP_01637,INT_0029,14.0,19.0,5
APP_01638,INT_0259,28.0,0.0,5
APP_01639,INT_0028,36.0,6.0,5
APP_01640,INT_0037,79.0,0.0,5
APP_01641,INT_0320,66.0,26.0,5
APP_01642,INT_0460,12.0,15.0,5
APP_01643,INT_0465,27.0,37.0,5
APP_01644,INT_0333,28.0,4.0,5
APP_01645,INT_0337,70.0,11.0,5
APP_01646,INT_0415,59.0,12.5,3
APP_01647,INT_0038,67.0,10.0,5
APP_01648,INT_0415,38.0,24.0,5
APP_01649,INT_0465,64.0,22.0,5
APP_01650,INT_0316,59.0,10.0,5
APP_01651,INT_0464,31.0,23.0,5
APP_01652,INT_0374,15.0,4.0,5
APP_01653,INT_0462,34.0,47.0,5
APP_01654,INT_0375,27.0,9.0,5
APP_01655,INT_0139,27.0,8.0,5
APP_01656,INT_0177,32.0,26.0,5
APP_01657,INT_0122,54.0,12.0,5
APP_01658,INT_0260,50.0,43.0,5
APP_01659,INT_0139,39.0,29.0,5
APP_01660,INT_0275,32.0,9.0,5
APP_01661,INT_0383,14.0,0.0,1
APP_01662,INT_0090,16.0,3.0,5
APP_01663,INT_0003,47.0,13.0,5
APP_01664,INT_0101,71.0,11.0,5
APP_01665,INT_0475,24.0,16.0,5
APP_01666,INT_0424,30.0,51.0,5
APP_01667,INT_0476,20.0,18.0,5
APP_01668,INT_0427,35.0,25.0,5
APP_01669,INT_0379,66.0,13.0,5
APP_01670,INT_0453,31.0,9.0,5
APP_01671,INT_0005,19.0,16.0,5
APP_01672,INT_0479,42.0,7.0,5
APP_01673,INT_0478,53.0,5.0,5
APP_01674,INT_0405,48.0,12.0,5
APP_01675,INT_0393,27.0,21.0,5
APP_01676,INT_0474,10.0,1.0,5
APP_01677,INT_0429,2.0,2.0,5
APP_01678,INT_0431,11.0,9.0,5
APP_01679,INT_0152,25.0,2.0,5
APP_01680,INT_0383,30.0,26.0,5
APP_01681,INT_0179,59.0,16.5,4
APP_01682,INT_0180,36.0,9.0,5
APP_01683,INT_0230,22.0,9.0,5
APP_01684,INT_0043,38.0,4.0,5
APP_01685,INT_0291,65.0,9.0,5
APP_01686,INT_0466,47.0,1.0,5
APP_01687,INT_0291,53.0,0.0,5
APP_01688,INT_0114,26.0,7.0,5
APP_01690,INT_0448,24.0,2.0,5
APP_01691,INT_0447,44.0,7.0,5
APP_01692,INT_0214,24.0,13.0,5
